bg_key,cell_line,score,type
PANC-1__WT2,PANC-1,0.97102565,generated
PANC-1__WT2,PANC-1,0.99948406,generated
PANC-1__WT3,PANC-1,0.9994161,generated
Hela__KO3,Hela,0.9970906,generated
Hela__WT2,Hela,0.9990915,generated
PANC-1__OE2,PANC-1,0.9760276,generated
PANC-1__OE1,PANC-1,0.9998031,generated
PANC-1__OE1,PANC-1,0.9999455,generated
Hela__KO2,Hela,0.994955,generated
Hela__WT1,Hela,0.99965084,generated
PANC-1__WT2,PANC-1,0.99949634,generated
Hela__KO2,Hela,0.9998085,generated
Hela__WT3,Hela,0.99989057,generated
PANC-1__OE1,PANC-1,0.9863387,generated
Hela__WT2,Hela,0.9996854,generated
Hela__WT2,Hela,0.99935156,generated
PANC-1__WT1,PANC-1,0.9991959,generated
PANC-1__OE3,PANC-1,0.9982048,generated
Hela__WT2,Hela,0.99805367,generated
Hela__WT2,Hela,0.99864,generated
Hela__KO2,Hela,0.9997267,generated
Hela__WT1,Hela,0.9995018,generated
PANC-1__WT3,PANC-1,0.9971929,generated
PANC-1__WT3,PANC-1,0.99817264,generated
PANC-1__WT3,PANC-1,0.99957305,generated
Hela__KO2,Hela,0.99979335,generated
Hela__WT3,Hela,0.9991411,generated
Hela__KO1,Hela,0.9998814,generated
PANC-1__OE2,PANC-1,0.99976176,generated
Hela__KO1,Hela,0.99910057,generated
Hela__KO1,Hela,0.99900985,generated
Hela__KO1,Hela,0.9998361,generated
Hela__WT1,Hela,0.9998617,generated
Hela__WT1,Hela,0.985822,generated
PANC-1__OE2,PANC-1,0.9998853,generated
Hela__KO1,Hela,0.9992192,generated
Hela__WT1,Hela,0.99975055,generated
Hela__WT3,Hela,0.9983563,generated
Hela__KO2,Hela,0.9998041,generated
PANC-1__OE2,PANC-1,0.96259123,generated
PANC-1__OE1,PANC-1,0.99980706,generated
PANC-1__OE2,PANC-1,0.99253196,generated
PANC-1__WT3,PANC-1,0.9874222,generated
PANC-1__OE1,PANC-1,0.9931965,generated
Hela__WT2,Hela,0.9998332,generated
PANC-1__OE1,PANC-1,0.9995345,generated
PANC-1__OE2,PANC-1,0.99900204,generated
PANC-1__WT3,PANC-1,0.9970657,generated
PANC-1__OE3,PANC-1,0.9993901,generated
Hela__KO2,Hela,0.9998914,generated
Hela__WT1,Hela,0.9878664,generated
Hela__KO3,Hela,0.99932516,generated
PANC-1__OE2,PANC-1,0.911966,generated
Hela__WT3,Hela,0.9981261,generated
PANC-1__WT3,PANC-1,0.99827814,generated
Hela__KO1,Hela,0.99979967,generated
Hela__WT1,Hela,0.99981123,generated
PANC-1__OE1,PANC-1,0.9745554,generated
PANC-1__WT1,PANC-1,0.9998565,generated
PANC-1__OE2,PANC-1,0.99964666,generated
PANC-1__WT2,PANC-1,0.9989666,generated
PANC-1__OE3,PANC-1,0.9996729,generated
PANC-1__OE3,PANC-1,0.99928844,generated
Hela__WT3,Hela,0.9974408,generated
PANC-1__WT1,PANC-1,0.99992776,generated
Hela__WT3,Hela,0.9998622,generated
Hela__KO1,Hela,0.99940145,generated
PANC-1__WT3,PANC-1,0.99428433,generated
PANC-1__OE1,PANC-1,0.9980653,generated
PANC-1__OE1,PANC-1,0.9979424,generated
PANC-1__OE3,PANC-1,0.99935037,generated
PANC-1__WT3,PANC-1,0.99978954,generated
Hela__KO3,Hela,0.99951386,generated
PANC-1__WT3,PANC-1,0.9938665,generated
PANC-1__WT1,PANC-1,0.9994831,generated
PANC-1__OE3,PANC-1,0.9963058,generated
Hela__KO2,Hela,0.9951196,generated
Hela__KO1,Hela,0.9980525,generated
PANC-1__OE2,PANC-1,0.997537,generated
PANC-1__OE1,PANC-1,0.938592,generated
Hela__WT3,Hela,0.9918224,generated
PANC-1__WT3,PANC-1,0.990772,generated
Hela__KO3,Hela,0.9995851,generated
PANC-1__OE3,PANC-1,0.9844163,generated
Hela__KO2,Hela,0.99995327,generated
Hela__KO3,Hela,0.9999174,generated
PANC-1__OE2,PANC-1,0.9997516,generated
Hela__KO1,Hela,0.9999621,generated
PANC-1__WT1,PANC-1,0.9684248,generated
PANC-1__WT2,PANC-1,0.99463505,generated
Hela__WT3,Hela,0.9988311,generated
Hela__WT2,Hela,0.999926,generated
Hela__KO1,Hela,0.9999703,generated
PANC-1__OE3,PANC-1,0.9883918,generated
Hela__KO1,Hela,0.99987555,generated
PANC-1__WT2,PANC-1,0.9985318,generated
PANC-1__WT2,PANC-1,0.9996511,generated
PANC-1__WT3,PANC-1,0.99473566,generated
Hela__KO1,Hela,0.9995233,generated
Hela__WT1,Hela,0.9995166,generated
PANC-1__OE1,PANC-1,0.9988569,generated
PANC-1__WT2,PANC-1,0.99936086,generated
Hela__KO2,Hela,0.99963045,generated
Hela__WT1,Hela,0.9990319,generated
PANC-1__OE3,PANC-1,0.99755543,generated
Hela__KO2,Hela,0.99941957,generated
PANC-1__OE2,PANC-1,0.99982953,generated
PANC-1__OE1,PANC-1,0.99746764,generated
Hela__WT2,Hela,0.9992774,generated
Hela__WT3,Hela,0.9993838,generated
PANC-1__WT3,PANC-1,0.9996082,generated
PANC-1__WT1,PANC-1,0.9998708,generated
Hela__KO1,Hela,0.99955934,generated
PANC-1__WT3,PANC-1,0.9967541,generated
PANC-1__WT2,PANC-1,0.99910307,generated
Hela__WT3,Hela,0.9996526,generated
PANC-1__OE3,PANC-1,0.997764,generated
PANC-1__OE2,PANC-1,0.9994118,generated
Hela__WT3,Hela,0.999652,generated
Hela__KO1,Hela,0.9991326,generated
Hela__KO1,Hela,0.99978834,generated
Hela__WT1,Hela,0.9992262,generated
Hela__WT2,Hela,0.9992041,generated
Hela__KO2,Hela,0.9999676,generated
Hela__KO1,Hela,0.9997433,generated
Hela__WT3,Hela,0.99905115,generated
Hela__KO3,Hela,0.9998561,generated
Hela__KO3,Hela,0.9984493,generated
Hela__KO2,Hela,0.9956416,generated
Hela__KO1,Hela,0.9951989,generated
Hela__KO3,Hela,0.9999393,generated
PANC-1__OE2,PANC-1,0.99979,generated
Hela__KO1,Hela,0.9996278,generated
PANC-1__WT1,PANC-1,0.99913895,generated
Hela__WT3,Hela,0.99911946,generated
Hela__KO2,Hela,0.9995295,generated
Hela__WT1,Hela,0.9991679,generated
PANC-1__WT2,PANC-1,0.9762356,generated
PANC-1__OE1,PANC-1,0.9998024,generated
Hela__KO1,Hela,0.99994445,generated
PANC-1__OE3,PANC-1,0.9960018,generated
PANC-1__OE3,PANC-1,0.99545115,generated
PANC-1__OE1,PANC-1,0.99985766,generated
PANC-1__OE2,PANC-1,0.9998148,generated
Hela__KO2,Hela,0.9990845,generated
Hela__WT1,Hela,0.99973935,generated
PANC-1__OE2,PANC-1,0.99934334,generated
PANC-1__WT3,PANC-1,0.9986607,generated
Hela__KO1,Hela,0.9999436,generated
Hela__WT2,Hela,0.9992855,generated
PANC-1__WT2,PANC-1,0.969639,generated
Hela__WT3,Hela,0.9997004,generated
Hela__KO1,Hela,0.9981407,generated
PANC-1__OE1,PANC-1,0.99925846,generated
Hela__WT2,Hela,0.9998988,generated
Hela__KO2,Hela,0.9999181,generated
Hela__WT1,Hela,0.99968123,generated
PANC-1__OE1,PANC-1,0.9950858,generated
PANC-1__OE1,PANC-1,0.99111736,generated
PANC-1__WT2,PANC-1,0.9997886,generated
PANC-1__OE2,PANC-1,0.99869543,generated
PANC-1__WT2,PANC-1,0.99626225,generated
PANC-1__WT2,PANC-1,0.99983525,generated
PANC-1__OE2,PANC-1,0.9654884,generated
PANC-1__OE1,PANC-1,0.999726,generated
PANC-1__OE2,PANC-1,0.9999075,generated
PANC-1__WT1,PANC-1,0.9957852,generated
Hela__WT2,Hela,0.9997029,generated
PANC-1__OE2,PANC-1,0.99991405,generated
PANC-1__OE1,PANC-1,0.9981914,generated
PANC-1__OE1,PANC-1,0.984062,generated
Hela__WT1,Hela,0.9997055,generated
PANC-1__OE2,PANC-1,0.9386628,generated
PANC-1__WT1,PANC-1,0.9985227,generated
Hela__WT2,Hela,0.9999516,generated
PANC-1__OE3,PANC-1,0.99877304,generated
PANC-1__WT1,PANC-1,0.9995994,generated
PANC-1__OE1,PANC-1,0.9997224,generated
PANC-1__OE2,PANC-1,0.99387723,generated
PANC-1__WT2,PANC-1,0.99991953,generated
Hela__KO3,Hela,0.9991636,generated
Hela__KO2,Hela,0.99983513,generated
Hela__KO1,Hela,0.99876344,generated
PANC-1__OE3,PANC-1,0.9987814,generated
PANC-1__OE1,PANC-1,0.9993894,generated
Hela__KO1,Hela,0.99986637,generated
PANC-1__OE1,PANC-1,0.9979735,generated
Hela__KO3,Hela,0.9993705,generated
PANC-1__OE1,PANC-1,0.99862826,generated
Hela__KO3,Hela,0.9938046,generated
PANC-1__WT1,PANC-1,0.9979401,generated
Hela__WT1,Hela,0.9999337,generated
PANC-1__WT2,PANC-1,0.9926593,generated
PANC-1__WT3,PANC-1,0.9975822,generated
Hela__WT1,Hela,0.9954417,generated
PANC-1__WT3,PANC-1,0.99879175,generated
Hela__KO1,Hela,0.99981064,generated
PANC-1__OE1,PANC-1,0.9974946,generated
PANC-1__WT3,PANC-1,0.9984199,generated
Hela__WT3,Hela,0.99987566,generated
PANC-1__WT1,PANC-1,0.9995937,generated
Hela__KO1,Hela,0.9998646,generated
PANC-1__WT1,PANC-1,0.9948584,generated
Hela__KO3,Hela,0.9994147,generated
PANC-1__WT1,PANC-1,0.9981408,generated
Hela__WT1,Hela,0.9993517,generated
Hela__KO2,Hela,0.9999454,generated
PANC-1__OE1,PANC-1,0.99877363,generated
Hela__KO1,Hela,0.9940949,generated
Hela__KO2,Hela,0.99939847,generated
PANC-1__WT2,PANC-1,0.9992894,generated
Hela__WT1,Hela,0.9978263,generated
Hela__KO2,Hela,0.9998963,generated
PANC-1__OE1,PANC-1,0.99979395,generated
Hela__KO2,Hela,0.99901783,generated
PANC-1__WT1,PANC-1,0.949528,generated
PANC-1__WT1,PANC-1,0.99925405,generated
Hela__KO3,Hela,0.99938095,generated
Hela__KO2,Hela,0.9993691,generated
Hela__WT1,Hela,0.99531305,generated
PANC-1__OE3,PANC-1,0.99128,generated
Hela__KO2,Hela,0.99924755,generated
Hela__WT3,Hela,0.99984825,generated
Hela__WT1,Hela,0.9996152,generated
PANC-1__WT3,PANC-1,0.99918133,generated
PANC-1__OE2,PANC-1,0.99969566,generated
PANC-1__WT1,PANC-1,0.99860376,generated
PANC-1__WT3,PANC-1,0.94143575,generated
PANC-1__WT2,PANC-1,0.9998227,generated
PANC-1__OE3,PANC-1,0.99947554,generated
PANC-1__OE3,PANC-1,0.9997702,generated
Hela__WT3,Hela,0.9993932,generated
PANC-1__WT1,PANC-1,0.9954099,generated
PANC-1__WT2,PANC-1,0.99103504,generated
Hela__WT2,Hela,0.9998118,generated
Hela__WT2,Hela,0.99966943,generated
Hela__KO3,Hela,0.9996288,generated
Hela__WT2,Hela,0.99985063,generated
PANC-1__WT2,PANC-1,0.99935347,generated
Hela__WT2,Hela,0.9997336,generated
Hela__KO3,Hela,0.99990535,generated
Hela__WT3,Hela,0.9994417,generated
PANC-1__OE1,PANC-1,0.9988102,generated
PANC-1__WT2,PANC-1,0.99980146,generated
PANC-1__WT2,PANC-1,0.99958104,generated
Hela__WT3,Hela,0.9991566,generated
Hela__KO3,Hela,0.99962866,generated
Hela__WT3,Hela,0.9984664,generated
Hela__KO2,Hela,0.9986551,generated
PANC-1__OE1,PANC-1,0.99931407,generated
PANC-1__OE1,PANC-1,0.84324956,generated
Hela__KO3,Hela,0.9995066,generated
PANC-1__OE3,PANC-1,0.999915,generated
Hela__KO1,Hela,0.9981476,generated
Hela__WT1,Hela,0.99943584,generated
Hela__KO2,Hela,0.99416155,generated
PANC-1__WT2,PANC-1,0.99864095,generated
PANC-1__WT3,PANC-1,0.99946064,generated
Hela__WT1,Hela,0.9968065,generated
PANC-1__OE2,PANC-1,0.9982331,generated
Hela__WT2,Hela,0.99983,generated
PANC-1__OE3,PANC-1,0.99982136,generated
Hela__KO2,Hela,0.9991326,generated
PANC-1__OE1,PANC-1,0.98364127,generated
Hela__KO2,Hela,0.9996487,generated
Hela__WT3,Hela,0.99981683,generated
PANC-1__OE3,PANC-1,0.99931645,generated
Hela__KO2,Hela,0.99988973,generated
PANC-1__WT2,PANC-1,0.9916403,generated
Hela__WT1,Hela,0.99953914,generated
PANC-1__WT2,PANC-1,0.9991767,generated
PANC-1__WT1,PANC-1,0.997264,generated
Hela__WT1,Hela,0.999527,generated
PANC-1__WT3,PANC-1,0.995488,generated
PANC-1__OE2,PANC-1,0.99042153,generated
PANC-1__WT2,PANC-1,0.98998004,generated
PANC-1__WT3,PANC-1,0.9875836,generated
PANC-1__WT2,PANC-1,0.9988863,generated
PANC-1__OE2,PANC-1,0.9919411,generated
PANC-1__WT1,PANC-1,0.99994445,generated
Hela__KO1,Hela,0.99731714,generated
Hela__WT3,Hela,0.9990841,generated
Hela__WT3,Hela,0.9996251,generated
PANC-1__WT3,PANC-1,0.9955187,generated
PANC-1__WT3,PANC-1,0.99672854,generated
Hela__WT3,Hela,0.99983835,generated
PANC-1__OE1,PANC-1,0.99968576,generated
PANC-1__OE3,PANC-1,0.9995017,generated
PANC-1__OE2,PANC-1,0.9993268,generated
Hela__WT3,Hela,0.9999237,generated
PANC-1__OE3,PANC-1,0.99892455,generated
PANC-1__WT2,PANC-1,0.99968565,generated
Hela__WT3,Hela,0.9975293,generated
PANC-1__WT2,PANC-1,0.9997346,generated
Hela__KO1,Hela,0.99986506,generated
PANC-1__OE2,PANC-1,0.99862826,generated
PANC-1__WT1,PANC-1,0.9975413,generated
PANC-1__WT1,PANC-1,0.997804,generated
Hela__KO2,Hela,0.9987852,generated
PANC-1__WT1,PANC-1,0.9835406,generated
Hela__KO1,Hela,0.99906784,generated
PANC-1__WT2,PANC-1,0.99858814,generated
Hela__KO2,Hela,0.9994161,generated
PANC-1__OE2,PANC-1,0.99894935,generated
Hela__KO1,Hela,0.999954,generated
Hela__WT2,Hela,0.9999083,generated
Hela__KO2,Hela,0.9990314,generated
PANC-1__WT1,PANC-1,0.99354506,generated
Hela__KO3,Hela,0.9996623,generated
PANC-1__OE3,PANC-1,0.99971765,generated
PANC-1__OE2,PANC-1,0.98837715,generated
PANC-1__WT3,PANC-1,0.9981135,generated
PANC-1__OE2,PANC-1,0.9995968,generated
PANC-1__WT2,PANC-1,0.9996666,generated
PANC-1__WT1,PANC-1,0.9989309,generated
PANC-1__OE1,PANC-1,0.9992217,generated
Hela__KO2,Hela,0.99961543,generated
Hela__WT1,Hela,0.9998864,generated
Hela__KO1,Hela,0.99903846,generated
Hela__WT1,Hela,0.9999491,generated
PANC-1__OE3,PANC-1,0.99977916,generated
PANC-1__OE2,PANC-1,0.9959992,generated
Hela__WT2,Hela,0.99917716,generated
PANC-1__OE3,PANC-1,0.9988556,generated
PANC-1__WT3,PANC-1,0.76627874,generated
Hela__KO1,Hela,0.99782324,generated
Hela__KO2,Hela,0.9999689,generated
PANC-1__WT2,PANC-1,0.999156,generated
PANC-1__OE2,PANC-1,0.9992373,generated
Hela__WT2,Hela,0.99981266,generated
PANC-1__WT3,PANC-1,0.99991846,generated
PANC-1__OE3,PANC-1,0.99674267,generated
Hela__KO3,Hela,0.9998971,generated
Hela__KO2,Hela,0.9988279,generated
PANC-1__OE2,PANC-1,0.7115796,generated
Hela__WT2,Hela,0.9996438,generated
PANC-1__WT3,PANC-1,0.99530053,generated
Hela__KO2,Hela,0.997428,generated
Hela__WT2,Hela,0.99930966,generated
Hela__WT2,Hela,0.99902725,generated
Hela__WT2,Hela,0.9999182,generated
PANC-1__WT1,PANC-1,0.9924083,generated
PANC-1__WT2,PANC-1,0.9997025,generated
PANC-1__OE2,PANC-1,0.9998252,generated
Hela__KO3,Hela,0.99663746,generated
Hela__WT1,Hela,0.99696547,generated
PANC-1__WT2,PANC-1,0.9997762,generated
Hela__WT3,Hela,0.99983525,generated
Hela__KO1,Hela,0.99959487,generated
Hela__WT1,Hela,0.9991334,generated
Hela__WT2,Hela,0.9990145,generated
PANC-1__WT2,PANC-1,0.9997229,generated
PANC-1__OE1,PANC-1,0.8895635,generated
Hela__WT1,Hela,0.99968886,generated
PANC-1__WT2,PANC-1,0.9997601,generated
Hela__WT2,Hela,0.9998282,generated
Hela__KO1,Hela,0.9996861,generated
Hela__WT2,Hela,0.9996549,generated
PANC-1__WT3,PANC-1,0.9982862,generated
PANC-1__WT1,PANC-1,0.9984694,generated
PANC-1__WT3,PANC-1,0.9830101,generated
Hela__KO3,Hela,0.99969304,generated
Hela__WT2,Hela,0.9932621,generated
Hela__KO2,Hela,0.9999294,generated
Hela__KO2,Hela,0.9988518,generated
Hela__WT3,Hela,0.99967575,generated
Hela__WT1,Hela,0.99969506,generated
PANC-1__WT2,PANC-1,0.98115945,generated
Hela__KO1,Hela,0.99981755,generated
Hela__WT2,Hela,0.99974126,generated
PANC-1__OE3,PANC-1,0.967525,generated
Hela__WT3,Hela,0.99998796,generated
Hela__WT2,Hela,0.99169594,generated
PANC-1__OE3,PANC-1,0.99877363,generated
PANC-1__WT3,PANC-1,0.9982362,generated
PANC-1__OE3,PANC-1,0.9992599,generated
PANC-1__WT3,PANC-1,0.998156,generated
Hela__WT1,Hela,0.9996119,generated
PANC-1__OE2,PANC-1,0.99534553,generated
Hela__WT1,Hela,0.9981341,generated
Hela__KO2,Hela,0.9999131,generated
Hela__WT1,Hela,0.9981704,generated
Hela__WT2,Hela,0.9971712,generated
Hela__KO3,Hela,0.9998485,generated
PANC-1__WT2,PANC-1,0.9995372,generated
PANC-1__OE2,PANC-1,0.9998424,generated
Hela__KO3,Hela,0.9998715,generated
Hela__KO2,Hela,0.99986684,generated
Hela__WT1,Hela,0.9997892,generated
PANC-1__OE2,PANC-1,0.99941623,generated
PANC-1__WT1,PANC-1,0.99986196,generated
Hela__WT2,Hela,0.9998435,generated
Hela__KO2,Hela,0.9987357,generated
Hela__KO1,Hela,0.9998491,generated
PANC-1__OE1,PANC-1,0.9891209,generated
Hela__KO3,Hela,0.9976165,generated
PANC-1__WT3,PANC-1,0.9947931,generated
PANC-1__OE1,PANC-1,0.9996269,generated
Hela__WT3,Hela,0.99822325,generated
PANC-1__WT3,PANC-1,0.9683948,generated
Hela__WT1,Hela,0.9998853,generated
PANC-1__OE1,PANC-1,0.99117774,generated
Hela__WT1,Hela,0.9996406,generated
Hela__KO2,Hela,0.999554,generated
PANC-1__OE1,PANC-1,0.99894625,generated
PANC-1__OE3,PANC-1,0.99738497,generated
Hela__KO2,Hela,0.99983406,generated
PANC-1__OE1,PANC-1,0.99929976,generated
Hela__WT1,Hela,0.9974522,generated
Hela__WT1,Hela,0.9997749,generated
Hela__KO3,Hela,0.99968123,generated
PANC-1__WT3,PANC-1,0.99922013,generated
PANC-1__OE1,PANC-1,0.9962333,generated
PANC-1__WT3,PANC-1,0.99847823,generated
PANC-1__OE2,PANC-1,0.9995408,generated
PANC-1__OE2,PANC-1,0.993964,generated
PANC-1__OE1,PANC-1,0.99912685,generated
PANC-1__WT2,PANC-1,0.98191434,generated
Hela__WT1,Hela,0.9997451,generated
PANC-1__WT3,PANC-1,0.9947312,generated
PANC-1__WT2,PANC-1,0.99818087,generated
PANC-1__WT1,PANC-1,0.9997576,generated
Hela__WT2,Hela,0.99989986,generated
PANC-1__WT2,PANC-1,0.99161714,generated
PANC-1__OE1,PANC-1,0.9999076,generated
PANC-1__OE2,PANC-1,0.99984825,generated
Hela__WT2,Hela,0.99762017,generated
PANC-1__OE3,PANC-1,0.9997831,generated
PANC-1__OE2,PANC-1,0.99530894,generated
Hela__WT1,Hela,0.99611616,generated
Hela__WT1,Hela,0.99994767,generated
PANC-1__WT1,PANC-1,0.9980793,generated
PANC-1__WT1,PANC-1,0.9987099,generated
PANC-1__OE3,PANC-1,0.9977296,generated
PANC-1__WT2,PANC-1,0.9915935,generated
Hela__WT1,Hela,0.9998921,generated
Hela__KO2,Hela,0.99809927,generated
Hela__KO2,Hela,0.9998714,generated
Hela__WT2,Hela,0.99982905,generated
Hela__WT2,Hela,0.9998252,generated
Hela__WT3,Hela,0.99972266,generated
PANC-1__OE3,PANC-1,0.9984085,generated
PANC-1__WT2,PANC-1,0.9975569,generated
Hela__KO1,Hela,0.9997938,generated
PANC-1__OE1,PANC-1,0.9990545,generated
PANC-1__WT2,PANC-1,0.99637246,generated
PANC-1__WT2,PANC-1,0.9997534,generated
PANC-1__OE1,PANC-1,0.99908197,generated
PANC-1__OE1,PANC-1,0.96257895,generated
Hela__WT2,Hela,0.99995375,generated
PANC-1__WT1,PANC-1,0.99858475,generated
Hela__WT3,Hela,0.9997004,generated
PANC-1__OE3,PANC-1,0.994504,generated
Hela__WT1,Hela,0.99986625,generated
PANC-1__OE2,PANC-1,0.9999236,generated
Hela__KO1,Hela,0.9992168,generated
Hela__KO1,Hela,0.9997837,generated
PANC-1__OE1,PANC-1,0.9991202,generated
Hela__WT1,Hela,0.9998987,generated
Hela__WT3,Hela,0.99995303,generated
Hela__KO1,Hela,0.99993134,generated
PANC-1__WT2,PANC-1,0.99951863,generated
PANC-1__WT1,PANC-1,0.998317,generated
PANC-1__WT1,PANC-1,0.99940884,generated
Hela__WT3,Hela,0.99988544,generated
PANC-1__WT3,PANC-1,0.9998647,generated
Hela__WT2,Hela,0.99971145,generated
PANC-1__WT2,PANC-1,0.9992561,generated
PANC-1__OE2,PANC-1,0.99989617,generated
Hela__WT3,Hela,0.9997651,generated
PANC-1__OE3,PANC-1,0.9954269,generated
Hela__KO1,Hela,0.99859315,generated
Hela__KO1,Hela,0.99965763,generated
Hela__KO3,Hela,0.9998983,generated
PANC-1__WT2,PANC-1,0.9985629,generated
Hela__KO3,Hela,0.9997148,generated
Hela__KO3,Hela,0.9996081,generated
Hela__WT3,Hela,0.9989305,generated
PANC-1__WT1,PANC-1,0.9856602,generated
PANC-1__WT1,PANC-1,0.9996655,generated
Hela__KO2,Hela,0.99945396,generated
PANC-1__WT2,PANC-1,0.9992256,generated
Hela__WT3,Hela,0.9999231,generated
PANC-1__OE3,PANC-1,0.99904126,generated
PANC-1__WT2,PANC-1,0.9973762,generated
PANC-1__OE1,PANC-1,0.99965477,generated
PANC-1__OE1,PANC-1,0.8859922,generated
Hela__KO2,Hela,0.9998833,generated
PANC-1__OE3,PANC-1,0.9990796,generated
PANC-1__OE3,PANC-1,0.9993119,generated
PANC-1__WT3,PANC-1,0.99602735,generated
PANC-1__WT1,PANC-1,0.99875164,generated
PANC-1__OE1,PANC-1,0.9997341,generated
Hela__KO2,Hela,0.9998066,generated
Hela__WT1,Hela,0.99962544,generated
PANC-1__OE3,PANC-1,0.9997205,generated
PANC-1__OE1,PANC-1,0.9988017,generated
Hela__WT2,Hela,0.9986167,generated
PANC-1__OE2,PANC-1,0.9999291,generated
PANC-1__WT2,PANC-1,0.9996669,generated
PANC-1__WT3,PANC-1,0.99838245,generated
PANC-1__OE1,PANC-1,0.99986506,generated
Hela__WT1,Hela,0.99989116,generated
Hela__WT1,Hela,0.9994388,generated
Hela__WT3,Hela,0.9977028,generated
Hela__WT2,Hela,0.9998354,generated
Hela__WT1,Hela,0.9996855,generated
Hela__WT1,Hela,0.9999144,generated
PANC-1__OE3,PANC-1,0.9984681,generated
Hela__WT2,Hela,0.99991715,generated
PANC-1__OE2,PANC-1,0.99977213,generated
PANC-1__OE3,PANC-1,0.99959487,generated
PANC-1__OE2,PANC-1,0.9851461,generated
PANC-1__OE1,PANC-1,0.9947083,generated
Hela__KO3,Hela,0.99551034,generated
PANC-1__OE1,PANC-1,0.99966824,generated
Hela__KO1,Hela,0.99984896,generated
Hela__KO3,Hela,0.9977368,generated
PANC-1__WT3,PANC-1,0.9993368,generated
PANC-1__OE3,PANC-1,0.99994755,generated
PANC-1__WT1,PANC-1,0.9824065,generated
Hela__KO1,Hela,0.9996215,generated
PANC-1__WT2,PANC-1,0.9970004,generated
PANC-1__OE1,PANC-1,0.99864846,generated
Hela__KO1,Hela,0.9993654,generated
PANC-1__WT3,PANC-1,0.999613,generated
PANC-1__OE2,PANC-1,0.9992692,generated
PANC-1__OE2,PANC-1,0.9999273,generated
PANC-1__OE1,PANC-1,0.9980513,generated
PANC-1__OE2,PANC-1,0.9998313,generated
PANC-1__WT3,PANC-1,0.997912,generated
Hela__KO2,Hela,0.99902296,generated
Hela__WT1,Hela,0.99971014,generated
PANC-1__OE2,PANC-1,0.9969415,generated
Hela__WT3,Hela,0.9991767,generated
PANC-1__OE3,PANC-1,0.95131695,generated
Hela__KO3,Hela,0.999658,generated
PANC-1__OE2,PANC-1,0.99581486,generated
Hela__WT2,Hela,0.99953735,generated
Hela__WT1,Hela,0.9984503,generated
PANC-1__WT1,PANC-1,0.9990914,generated
Hela__KO2,Hela,0.9998634,generated
PANC-1__WT3,PANC-1,0.99921024,generated
PANC-1__WT1,PANC-1,0.9992718,generated
Hela__WT3,Hela,0.9986002,generated
Hela__WT1,Hela,0.9969126,generated
Hela__KO1,Hela,0.9522195,generated
Hela__WT2,Hela,0.9998957,generated
PANC-1__OE2,PANC-1,0.9991961,generated
Hela__WT3,Hela,0.99987733,generated
PANC-1__OE2,PANC-1,0.93808,generated
Hela__KO2,Hela,0.99978524,generated
PANC-1__OE1,PANC-1,0.99749076,generated
Hela__WT1,Hela,0.99974173,generated
PANC-1__OE3,PANC-1,0.99740845,generated
Hela__KO2,Hela,0.9997863,generated
Hela__WT3,Hela,0.9997249,generated
PANC-1__OE2,PANC-1,0.99873525,generated
Hela__WT3,Hela,0.9979232,generated
PANC-1__OE3,PANC-1,0.99914086,generated
Hela__KO2,Hela,0.9997749,generated
Hela__WT3,Hela,0.9982527,generated
PANC-1__OE2,PANC-1,0.99819094,generated
Hela__WT2,Hela,0.99984694,generated
PANC-1__OE2,PANC-1,0.9994299,generated
Hela__KO3,Hela,0.9992974,generated
Hela__KO3,Hela,0.9997074,generated
PANC-1__WT3,PANC-1,0.999705,generated
PANC-1__WT3,PANC-1,0.9985739,generated
PANC-1__OE3,PANC-1,0.99947244,generated
Hela__KO3,Hela,0.99971455,generated
PANC-1__OE1,PANC-1,0.9990395,generated
Hela__KO2,Hela,0.9990839,generated
Hela__WT1,Hela,0.9952121,generated
PANC-1__OE1,PANC-1,0.9754959,generated
PANC-1__WT1,PANC-1,0.9987571,generated
Hela__WT3,Hela,0.99988365,generated
PANC-1__OE3,PANC-1,0.99887186,generated
Hela__WT2,Hela,0.99977845,generated
PANC-1__OE3,PANC-1,0.99822825,generated
PANC-1__WT2,PANC-1,0.9995314,generated
Hela__WT3,Hela,0.99985135,generated
Hela__WT1,Hela,0.9999273,generated
Hela__KO3,Hela,0.99969983,generated
Hela__KO3,Hela,0.99888295,generated
Hela__WT1,Hela,0.9994061,generated
Hela__WT2,Hela,0.99902,generated
PANC-1__WT3,PANC-1,0.9817671,generated
Hela__KO3,Hela,0.9995154,generated
Hela__WT1,Hela,0.9997478,generated
Hela__WT3,Hela,0.99973327,generated
PANC-1__OE1,PANC-1,0.99750924,generated
Hela__WT1,Hela,0.99801135,generated
PANC-1__OE1,PANC-1,0.99723464,generated
Hela__KO3,Hela,0.999481,generated
PANC-1__OE1,PANC-1,0.99892384,generated
Hela__KO2,Hela,0.9983292,generated
PANC-1__WT1,PANC-1,0.94365,generated
Hela__KO2,Hela,0.99979156,generated
PANC-1__WT1,PANC-1,0.99790704,generated
PANC-1__WT3,PANC-1,0.99512583,generated
Hela__KO3,Hela,0.9997669,generated
Hela__KO3,Hela,0.99924576,generated
Hela__WT2,Hela,0.9975491,generated
PANC-1__WT1,PANC-1,0.99845326,generated
PANC-1__WT2,PANC-1,0.98239917,generated
Hela__KO1,Hela,0.9998004,generated
PANC-1__WT3,PANC-1,0.9433108,generated
